admin1_name,scenario,timeframe,severity,hazard,vop,vop_total,pct
Murang'a,ssp585,2041_2060,severe,any,8559155,10491866,81.58
Murang'a,ssp585,2041_2060,severe,dry,8559155,10491866,81.58
Murang'a,ssp585,2041_2060,severe,dry+heat,0,10491866,0
Murang'a,ssp585,2041_2060,severe,dry+heat+wet,0,10491866,0
Murang'a,ssp585,2041_2060,severe,dry+wet,0,10491866,0
Murang'a,ssp585,2041_2060,severe,heat,0,10491866,0
Murang'a,ssp585,2041_2060,severe,heat+wet,0,10491866,0
Murang'a,ssp585,2041_2060,severe,no hazard,1932711,10491866,18.42
Murang'a,ssp585,2041_2060,severe,wet,0,10491866,0
Nairobi,historic,historic,severe,any,430758,464874,92.66
Nairobi,historic,historic,severe,dry,430758,464874,92.66
Nairobi,historic,historic,severe,dry+heat,0,464874,0
Nairobi,historic,historic,severe,dry+heat+wet,0,464874,0
Nairobi,historic,historic,severe,dry+wet,0,464874,0
Nairobi,historic,historic,severe,heat,0,464874,0
Nairobi,historic,historic,severe,heat+wet,0,464874,0
Nairobi,historic,historic,severe,no hazard,34116,464874,7.34
Nairobi,historic,historic,severe,wet,0,464874,0
Nairobi,ssp245,2021_2040,severe,any,419374,464874,90.21
Nairobi,ssp245,2021_2040,severe,dry,419374,464874,90.21
Nairobi,ssp245,2021_2040,severe,dry+heat,0,464874,0
Nairobi,ssp245,2021_2040,severe,dry+heat+wet,0,464874,0
Nairobi,ssp245,2021_2040,severe,dry+wet,0,464874,0
Nairobi,ssp245,2021_2040,severe,heat,0,464874,0
Nairobi,ssp245,2021_2040,severe,heat+wet,0,464874,0
Nairobi,ssp245,2021_2040,severe,no hazard,45500,464874,9.79
Nairobi,ssp245,2021_2040,severe,wet,0,464874,0
Nairobi,ssp245,2041_2060,severe,any,430854,464874,92.68
Nairobi,ssp245,2041_2060,severe,dry,430854,464874,92.68
Nairobi,ssp245,2041_2060,severe,dry+heat,0,464874,0
Nairobi,ssp245,2041_2060,severe,dry+heat+wet,0,464874,0
Nairobi,ssp245,2041_2060,severe,dry+wet,0,464874,0
Nairobi,ssp245,2041_2060,severe,heat,0,464874,0
Nairobi,ssp245,2041_2060,severe,heat+wet,0,464874,0
Nairobi,ssp245,2041_2060,severe,no hazard,34020,464874,7.32
Nairobi,ssp245,2041_2060,severe,wet,0,464874,0
Nairobi,ssp585,2021_2040,severe,any,434665,464874,93.5
Nairobi,ssp585,2021_2040,severe,dry,434665,464874,93.5
Nairobi,ssp585,2021_2040,severe,dry+heat,0,464874,0
Nairobi,ssp585,2021_2040,severe,dry+heat+wet,0,464874,0
Nairobi,ssp585,2021_2040,severe,dry+wet,0,464874,0
Nairobi,ssp585,2021_2040,severe,heat,0,464874,0
Nairobi,ssp585,2021_2040,severe,heat+wet,0,464874,0
Nairobi,ssp585,2021_2040,severe,no hazard,30209,464874,6.5
Nairobi,ssp585,2021_2040,severe,wet,0,464874,0
Nairobi,ssp585,2041_2060,severe,any,439797,464874,94.61
Nairobi,ssp585,2041_2060,severe,dry,439797,464874,94.61
Nairobi,ssp585,2041_2060,severe,dry+heat,0,464874,0
Nairobi,ssp585,2041_2060,severe,dry+heat+wet,0,464874,0
Nairobi,ssp585,2041_2060,severe,dry+wet,0,464874,0
Nairobi,ssp585,2041_2060,severe,heat,0,464874,0
Nairobi,ssp585,2041_2060,severe,heat+wet,0,464874,0
Nairobi,ssp585,2041_2060,severe,no hazard,25077,464874,5.39
Nairobi,ssp585,2041_2060,severe,wet,0,464874,0
Nakuru,historic,historic,severe,any,9390636,15455004,60.76
Nakuru,historic,historic,severe,dry,9388961,15455004,60.75
Nakuru,historic,historic,severe,dry+heat,0,15455004,0
Nakuru,historic,historic,severe,dry+heat+wet,0,15455004,0
Nakuru,historic,historic,severe,dry+wet,0,15455004,0
Nakuru,historic,historic,severe,heat,0,15455004,0
Nakuru,historic,historic,severe,heat+wet,0,15455004,0
Nakuru,historic,historic,severe,no hazard,6064368,15455004,39.24
Nakuru,historic,historic,severe,wet,1675,15455004,0.01
Nakuru,ssp245,2021_2040,severe,any,8769523,15455004,56.74
Nakuru,ssp245,2021_2040,severe,dry,8767279,15455004,56.73
Nakuru,ssp245,2021_2040,severe,dry+heat,0,15455004,0
Nakuru,ssp245,2021_2040,severe,dry+heat+wet,0,15455004,0
Nakuru,ssp245,2021_2040,severe,dry+wet,0,15455004,0
Nakuru,ssp245,2021_2040,severe,heat,0,15455004,0
Nakuru,ssp245,2021_2040,severe,heat+wet,0,15455004,0
Nakuru,ssp245,2021_2040,severe,no hazard,6685481,15455004,43.26
Nakuru,ssp245,2021_2040,severe,wet,2244,15455004,0.01
Nakuru,ssp245,2041_2060,severe,any,9617567,15455004,62.23
Nakuru,ssp245,2041_2060,severe,dry,9615849,15455004,62.22
Nakuru,ssp245,2041_2060,severe,dry+heat,0,15455004,0
Nakuru,ssp245,2041_2060,severe,dry+heat+wet,0,15455004,0
Nakuru,ssp245,2041_2060,severe,dry+wet,0,15455004,0
Nakuru,ssp245,2041_2060,severe,heat,0,15455004,0
Nakuru,ssp245,2041_2060,severe,heat+wet,0,15455004,0
Nakuru,ssp245,2041_2060,severe,no hazard,5837437,15455004,37.77
Nakuru,ssp245,2041_2060,severe,wet,1718,15455004,0.01
Nakuru,ssp585,2021_2040,severe,any,9641025,15455004,62.38
Nakuru,ssp585,2021_2040,severe,dry,9639307,15455004,62.37
Nakuru,ssp585,2021_2040,severe,dry+heat,0,15455004,0
Nakuru,ssp585,2021_2040,severe,dry+heat+wet,0,15455004,0
Nakuru,ssp585,2021_2040,severe,dry+wet,0,15455004,0
Nakuru,ssp585,2021_2040,severe,heat,0,15455004,0
Nakuru,ssp585,2021_2040,severe,heat+wet,0,15455004,0
Nakuru,ssp585,2021_2040,severe,no hazard,5813979,15455004,37.62
Nakuru,ssp585,2021_2040,severe,wet,1718,15455004,0.01
Nakuru,ssp585,2041_2060,severe,any,9733825,15455004,62.98
Nakuru,ssp585,2041_2060,severe,dry,9732107,15455004,62.97
Nakuru,ssp585,2041_2060,severe,dry+heat,0,15455004,0
Nakuru,ssp585,2041_2060,severe,dry+heat+wet,0,15455004,0
Nakuru,ssp585,2041_2060,severe,dry+wet,0,15455004,0
Nakuru,ssp585,2041_2060,severe,heat,0,15455004,0
Nakuru,ssp585,2041_2060,severe,heat+wet,0,15455004,0
Nakuru,ssp585,2041_2060,severe,no hazard,5721179,15455004,37.02
Nakuru,ssp585,2041_2060,severe,wet,1718,15455004,0.01
Nandi,historic,historic,severe,any,288735,11581161,2.49
Nandi,historic,historic,severe,dry,13907,11581161,0.12
Nandi,historic,historic,severe,dry+heat,0,11581161,0
Nandi,historic,historic,severe,dry+heat+wet,0,11581161,0
Nandi,historic,historic,severe,dry+wet,0,11581161,0
Nandi,historic,historic,severe,heat,0,11581161,0
Nandi,historic,historic,severe,heat+wet,0,11581161,0
Nandi,historic,historic,severe,no hazard,11292426,11581161,97.51
Nandi,historic,historic,severe,wet,274828,11581161,2.37
Nandi,ssp245,2021_2040,severe,any,372948,11581161,3.22
Nandi,ssp245,2021_2040,severe,dry,3920,11581161,0.03
Nandi,ssp245,2021_2040,severe,dry+heat,0,11581161,0
Nandi,ssp245,2021_2040,severe,dry+heat+wet,0,11581161,0
Nandi,ssp245,2021_2040,severe,dry+wet,0,11581161,0
Nandi,ssp245,2021_2040,severe,heat,0,11581161,0
Nandi,ssp245,2021_2040,severe,heat+wet,0,11581161,0
Nandi,ssp245,2021_2040,severe,no hazard,11208213,11581161,96.78
Nandi,ssp245,2021_2040,severe,wet,369028,11581161,3.19
Nandi,ssp245,2041_2060,severe,any,279780,11581160,2.42
Nandi,ssp245,2041_2060,severe,dry,4128,11581160,0.04
Nandi,ssp245,2041_2060,severe,dry+heat,0,11581160,0
Nandi,ssp245,2041_2060,severe,dry+heat+wet,0,11581160,0
Nandi,ssp245,2041_2060,severe,dry+wet,0,11581160,0
Nandi,ssp245,2041_2060,severe,heat,0,11581160,0
Nandi,ssp245,2041_2060,severe,heat+wet,0,11581160,0
Nandi,ssp245,2041_2060,severe,no hazard,11301381,11581160,97.58
Nandi,ssp245,2041_2060,severe,wet,275651,11581160,2.38
Nandi,ssp585,2021_2040,severe,any,267811,11581162,2.31
Nandi,ssp585,2021_2040,severe,dry,4624,11581162,0.04
Nandi,ssp585,2021_2040,severe,dry+heat,0,11581162,0
Nandi,ssp585,2021_2040,severe,dry+heat+wet,0,11581162,0
Nandi,ssp585,2021_2040,severe,dry+wet,0,11581162,0
Nandi,ssp585,2021_2040,severe,heat,0,11581162,0
Nandi,ssp585,2021_2040,severe,heat+wet,0,11581162,0
Nandi,ssp585,2021_2040,severe,no hazard,11313350,11581162,97.69
Nandi,ssp585,2021_2040,severe,wet,263188,11581162,2.27
Nandi,ssp585,2041_2060,severe,any,330814,11581161,2.86
Nandi,ssp585,2041_2060,severe,dry,3920,11581161,0.03
Nandi,ssp585,2041_2060,severe,dry+heat,0,11581161,0
Nandi,ssp585,2041_2060,severe,dry+heat+wet,0,11581161,0
Nandi,ssp585,2041_2060,severe,dry+wet,0,11581161,0
Nandi,ssp585,2041_2060,severe,heat,0,11581161,0
Nandi,ssp585,2041_2060,severe,heat+wet,0,11581161,0
Nandi,ssp585,2041_2060,severe,no hazard,11250347,11581161,97.14
Nandi,ssp585,2041_2060,severe,wet,326894,11581161,2.82
Narok,historic,historic,severe,any,8566923,22627610,37.86
Narok,historic,historic,severe,dry,8566923,22627610,37.86
Narok,historic,historic,severe,dry+heat,0,22627610,0
Narok,historic,historic,severe,dry+heat+wet,0,22627610,0
Narok,historic,historic,severe,dry+wet,0,22627610,0
Narok,historic,historic,severe,heat,0,22627610,0
Narok,historic,historic,severe,heat+wet,0,22627610,0
Narok,historic,historic,severe,no hazard,14060687,22627610,62.14
Narok,historic,historic,severe,wet,0,22627610,0
Narok,ssp245,2021_2040,severe,any,6989858,22627609,30.89
Narok,ssp245,2021_2040,severe,dry,6989370,22627609,30.89
Narok,ssp245,2021_2040,severe,dry+heat,0,22627609,0
Narok,ssp245,2021_2040,severe,dry+heat+wet,0,22627609,0
Narok,ssp245,2021_2040,severe,dry+wet,0,22627609,0
Narok,ssp245,2021_2040,severe,heat,0,22627609,0
Narok,ssp245,2021_2040,severe,heat+wet,0,22627609,0
Narok,ssp245,2021_2040,severe,no hazard,15637752,22627609,69.11
Narok,ssp245,2021_2040,severe,wet,487,22627609,0
Narok,ssp245,2041_2060,severe,any,8029748,22627610,35.49
Narok,ssp245,2041_2060,severe,dry,8029748,22627610,35.49
Narok,ssp245,2041_2060,severe,dry+heat,0,22627610,0
Narok,ssp245,2041_2060,severe,dry+heat+wet,0,22627610,0
Narok,ssp245,2041_2060,severe,dry+wet,0,22627610,0
Narok,ssp245,2041_2060,severe,heat,0,22627610,0
Narok,ssp245,2041_2060,severe,heat+wet,0,22627610,0
Narok,ssp245,2041_2060,severe,no hazard,14597862,22627610,64.51
Narok,ssp245,2041_2060,severe,wet,0,22627610,0
Narok,ssp585,2021_2040,severe,any,7997589,22627610,35.34
Narok,ssp585,2021_2040,severe,dry,7997589,22627610,35.34
Narok,ssp585,2021_2040,severe,dry+heat,0,22627610,0
Narok,ssp585,2021_2040,severe,dry+heat+wet,0,22627610,0
Narok,ssp585,2021_2040,severe,dry+wet,0,22627610,0
Narok,ssp585,2021_2040,severe,heat,0,22627610,0
Narok,ssp585,2021_2040,severe,heat+wet,0,22627610,0
Narok,ssp585,2021_2040,severe,no hazard,14630021,22627610,64.66
Narok,ssp585,2021_2040,severe,wet,0,22627610,0
Narok,ssp585,2041_2060,severe,any,7922238,22627610,35.01
Narok,ssp585,2041_2060,severe,dry,7922238,22627610,35.01
Narok,ssp585,2041_2060,severe,dry+heat,0,22627610,0
Narok,ssp585,2041_2060,severe,dry+heat+wet,0,22627610,0
Narok,ssp585,2041_2060,severe,dry+wet,0,22627610,0
Narok,ssp585,2041_2060,severe,heat,0,22627610,0
Narok,ssp585,2041_2060,severe,heat+wet,0,22627610,0
Narok,ssp585,2041_2060,severe,no hazard,14705372,22627610,64.99
Narok,ssp585,2041_2060,severe,wet,0,22627610,0
Nyamira,historic,historic,severe,any,52913,9540392,0.55
Nyamira,historic,historic,severe,dry,0,9540392,0
Nyamira,historic,historic,severe,dry+heat,0,9540392,0
Nyamira,historic,historic,severe,dry+heat+wet,0,9540392,0
Nyamira,historic,historic,severe,dry+wet,0,9540392,0
Nyamira,historic,historic,severe,heat,0,9540392,0
Nyamira,historic,historic,severe,heat+wet,0,9540392,0
Nyamira,historic,historic,severe,no hazard,9487479,9540392,99.45
Nyamira,historic,historic,severe,wet,52913,9540392,0.55
Nyamira,ssp245,2021_2040,severe,any,166461,9540392,1.74
Nyamira,ssp245,2021_2040,severe,dry,0,9540392,0
Nyamira,ssp245,2021_2040,severe,dry+heat,0,9540392,0
Nyamira,ssp245,2021_2040,severe,dry+heat+wet,0,9540392,0
Nyamira,ssp245,2021_2040,severe,dry+wet,0,9540392,0
Nyamira,ssp245,2021_2040,severe,heat,0,9540392,0
Nyamira,ssp245,2021_2040,severe,heat+wet,0,9540392,0
Nyamira,ssp245,2021_2040,severe,no hazard,9373931,9540392,98.26
Nyamira,ssp245,2021_2040,severe,wet,166461,9540392,1.74
Nyamira,ssp245,2041_2060,severe,any,58457,9540392,0.61
Nyamira,ssp245,2041_2060,severe,dry,0,9540392,0
Nyamira,ssp245,2041_2060,severe,dry+heat,0,9540392,0
Nyamira,ssp245,2041_2060,severe,dry+heat+wet,0,9540392,0
Nyamira,ssp245,2041_2060,severe,dry+wet,0,9540392,0
Nyamira,ssp245,2041_2060,severe,heat,0,9540392,0
Nyamira,ssp245,2041_2060,severe,heat+wet,0,9540392,0
Nyamira,ssp245,2041_2060,severe,no hazard,9481935,9540392,99.39
Nyamira,ssp245,2041_2060,severe,wet,58457,9540392,0.61
Nyamira,ssp585,2021_2040,severe,any,56309,9540392,0.59
Nyamira,ssp585,2021_2040,severe,dry,0,9540392,0
Nyamira,ssp585,2021_2040,severe,dry+heat,0,9540392,0
Nyamira,ssp585,2021_2040,severe,dry+heat+wet,0,9540392,0
Nyamira,ssp585,2021_2040,severe,dry+wet,0,9540392,0
Nyamira,ssp585,2021_2040,severe,heat,0,9540392,0
Nyamira,ssp585,2021_2040,severe,heat+wet,0,9540392,0
Nyamira,ssp585,2021_2040,severe,no hazard,9484083,9540392,99.41
Nyamira,ssp585,2021_2040,severe,wet,56309,9540392,0.59
Nyamira,ssp585,2041_2060,severe,any,78815,9540392,0.83
Nyamira,ssp585,2041_2060,severe,dry,0,9540392,0
Nyamira,ssp585,2041_2060,severe,dry+heat,0,9540392,0
Nyamira,ssp585,2041_2060,severe,dry+heat+wet,0,9540392,0
Nyamira,ssp585,2041_2060,severe,dry+wet,0,9540392,0
Nyamira,ssp585,2041_2060,severe,heat,0,9540392,0
Nyamira,ssp585,2041_2060,severe,heat+wet,0,9540392,0
Nyamira,ssp585,2041_2060,severe,no hazard,9461577,9540392,99.17
Nyamira,ssp585,2041_2060,severe,wet,78815,9540392,0.83
Nyandarua,historic,historic,severe,any,2109423,3646011,57.86
Nyandarua,historic,historic,severe,dry,2109423,3646011,57.86
Nyandarua,historic,historic,severe,dry+heat,0,3646011,0
Nyandarua,historic,historic,severe,dry+heat+wet,0,3646011,0
Nyandarua,historic,historic,severe,dry+wet,0,3646011,0
Nyandarua,historic,historic,severe,heat,0,3646011,0
Nyandarua,historic,historic,severe,heat+wet,0,3646011,0
Nyandarua,historic,historic,severe,no hazard,1536588,3646011,42.14
Nyandarua,historic,historic,severe,wet,0,3646011,0
Nyandarua,ssp245,2021_2040,severe,any,1968524,3646011,53.99
Nyandarua,ssp245,2021_2040,severe,dry,1968524,3646011,53.99
Nyandarua,ssp245,2021_2040,severe,dry+heat,0,3646011,0
Nyandarua,ssp245,2021_2040,severe,dry+heat+wet,0,3646011,0
Nyandarua,ssp245,2021_2040,severe,dry+wet,0,3646011,0
Nyandarua,ssp245,2021_2040,severe,heat,0,3646011,0
Nyandarua,ssp245,2021_2040,severe,heat+wet,0,3646011,0
Nyandarua,ssp245,2021_2040,severe,no hazard,1677487,3646011,46.01
Nyandarua,ssp245,2021_2040,severe,wet,0,3646011,0
Nyandarua,ssp245,2041_2060,severe,any,2165994,3646011,59.41
Nyandarua,ssp245,2041_2060,severe,dry,2165994,3646011,59.41
Nyandarua,ssp245,2041_2060,severe,dry+heat,0,3646011,0
Nyandarua,ssp245,2041_2060,severe,dry+heat+wet,0,3646011,0
Nyandarua,ssp245,2041_2060,severe,dry+wet,0,3646011,0
Nyandarua,ssp245,2041_2060,severe,heat,0,3646011,0
Nyandarua,ssp245,2041_2060,severe,heat+wet,0,3646011,0
Nyandarua,ssp245,2041_2060,severe,no hazard,1480017,3646011,40.59
Nyandarua,ssp245,2041_2060,severe,wet,0,3646011,0
Nyandarua,ssp585,2021_2040,severe,any,2154908,3646011,59.1
Nyandarua,ssp585,2021_2040,severe,dry,2154908,3646011,59.1
Nyandarua,ssp585,2021_2040,severe,dry+heat,0,3646011,0
Nyandarua,ssp585,2021_2040,severe,dry+heat+wet,0,3646011,0
Nyandarua,ssp585,2021_2040,severe,dry+wet,0,3646011,0
Nyandarua,ssp585,2021_2040,severe,heat,0,3646011,0
Nyandarua,ssp585,2021_2040,severe,heat+wet,0,3646011,0
Nyandarua,ssp585,2021_2040,severe,no hazard,1491103,3646011,40.9
Nyandarua,ssp585,2021_2040,severe,wet,0,3646011,0
Nyandarua,ssp585,2041_2060,severe,any,2212640,3646010,60.69
Nyandarua,ssp585,2041_2060,severe,dry,2212640,3646010,60.69
Nyandarua,ssp585,2041_2060,severe,dry+heat,0,3646010,0
Nyandarua,ssp585,2041_2060,severe,dry+heat+wet,0,3646010,0
Nyandarua,ssp585,2041_2060,severe,dry+wet,0,3646010,0
Nyandarua,ssp585,2041_2060,severe,heat,0,3646010,0
Nyandarua,ssp585,2041_2060,severe,heat+wet,0,3646010,0
Nyandarua,ssp585,2041_2060,severe,no hazard,1433370,3646010,39.31
Nyandarua,ssp585,2041_2060,severe,wet,0,3646010,0
Nyeri,historic,historic,severe,any,5063514,6696740,75.61
Nyeri,historic,historic,severe,dry,5063514,6696740,75.61
Nyeri,historic,historic,severe,dry+heat,0,6696740,0
Nyeri,historic,historic,severe,dry+heat+wet,0,6696740,0
Nyeri,historic,historic,severe,dry+wet,0,6696740,0
Nyeri,historic,historic,severe,heat,0,6696740,0
Nyeri,historic,historic,severe,heat+wet,0,6696740,0
Nyeri,historic,historic,severe,no hazard,1633226,6696740,24.39
Nyeri,historic,historic,severe,wet,0,6696740,0
Nyeri,ssp245,2021_2040,severe,any,4651330,6696740,69.46
Nyeri,ssp245,2021_2040,severe,dry,4651330,6696740,69.46
Nyeri,ssp245,2021_2040,severe,dry+heat,0,6696740,0
Nyeri,ssp245,2021_2040,severe,dry+heat+wet,0,6696740,0
Nyeri,ssp245,2021_2040,severe,dry+wet,0,6696740,0
Nyeri,ssp245,2021_2040,severe,heat,0,6696740,0
Nyeri,ssp245,2021_2040,severe,heat+wet,0,6696740,0
Nyeri,ssp245,2021_2040,severe,no hazard,2045410,6696740,30.54
Nyeri,ssp245,2021_2040,severe,wet,0,6696740,0
Nyeri,ssp245,2041_2060,severe,any,5021828,6696740,74.99
Nyeri,ssp245,2041_2060,severe,dry,5021828,6696740,74.99
Nyeri,ssp245,2041_2060,severe,dry+heat,0,6696740,0
Nyeri,ssp245,2041_2060,severe,dry+heat+wet,0,6696740,0
Nyeri,ssp245,2041_2060,severe,dry+wet,0,6696740,0
Nyeri,ssp245,2041_2060,severe,heat,0,6696740,0
Nyeri,ssp245,2041_2060,severe,heat+wet,0,6696740,0
Nyeri,ssp245,2041_2060,severe,no hazard,1674912,6696740,25.01
Nyeri,ssp245,2041_2060,severe,wet,0,6696740,0
Nyeri,ssp585,2021_2040,severe,any,5056865,6696740,75.51
Nyeri,ssp585,2021_2040,severe,dry,5056865,6696740,75.51
Nyeri,ssp585,2021_2040,severe,dry+heat,0,6696740,0
Nyeri,ssp585,2021_2040,severe,dry+heat+wet,0,6696740,0
Nyeri,ssp585,2021_2040,severe,dry+wet,0,6696740,0
Nyeri,ssp585,2021_2040,severe,heat,0,6696740,0
Nyeri,ssp585,2021_2040,severe,heat+wet,0,6696740,0
Nyeri,ssp585,2021_2040,severe,no hazard,1639875,6696740,24.49
Nyeri,ssp585,2021_2040,severe,wet,0,6696740,0
Nyeri,ssp585,2041_2060,severe,any,5223704,6696740,78
Nyeri,ssp585,2041_2060,severe,dry,5223704,6696740,78
Nyeri,ssp585,2041_2060,severe,dry+heat,0,6696740,0
Nyeri,ssp585,2041_2060,severe,dry+heat+wet,0,6696740,0
Nyeri,ssp585,2041_2060,severe,dry+wet,0,6696740,0
Nyeri,ssp585,2041_2060,severe,heat,0,6696740,0
Nyeri,ssp585,2041_2060,severe,heat+wet,0,6696740,0
Nyeri,ssp585,2041_2060,severe,no hazard,1473036,6696740,22
Nyeri,ssp585,2041_2060,severe,wet,0,6696740,0
Samburu,historic,historic,severe,any,390584,438252,89.12
Samburu,historic,historic,severe,dry,390584,438252,89.12
Samburu,historic,historic,severe,dry+heat,0,438252,0
Samburu,historic,historic,severe,dry+heat+wet,0,438252,0
Samburu,historic,historic,severe,dry+wet,0,438252,0
Samburu,historic,historic,severe,heat,0,438252,0
Samburu,historic,historic,severe,heat+wet,0,438252,0
Samburu,historic,historic,severe,no hazard,47668,438252,10.88
Samburu,historic,historic,severe,wet,0,438252,0
Samburu,ssp245,2021_2040,severe,any,380832,438251,86.9
Samburu,ssp245,2021_2040,severe,dry,380832,438251,86.9
Samburu,ssp245,2021_2040,severe,dry+heat,0,438251,0
Samburu,ssp245,2021_2040,severe,dry+heat+wet,0,438251,0
Samburu,ssp245,2021_2040,severe,dry+wet,0,438251,0
Samburu,ssp245,2021_2040,severe,heat,0,438251,0
Samburu,ssp245,2021_2040,severe,heat+wet,0,438251,0
Samburu,ssp245,2021_2040,severe,no hazard,57419,438251,13.1
Samburu,ssp245,2021_2040,severe,wet,0,438251,0
Samburu,ssp245,2041_2060,severe,any,390797,438251,89.17
Samburu,ssp245,2041_2060,severe,dry,390446,438251,89.09
Samburu,ssp245,2041_2060,severe,dry+heat,351,438251,0.08
Samburu,ssp245,2041_2060,severe,dry+heat+wet,0,438251,0
Samburu,ssp245,2041_2060,severe,dry+wet,0,438251,0
Samburu,ssp245,2041_2060,severe,heat,0,438251,0
Samburu,ssp245,2041_2060,severe,heat+wet,0,438251,0
Samburu,ssp245,2041_2060,severe,no hazard,47454,438251,10.83
Samburu,ssp245,2041_2060,severe,wet,0,438251,0
Samburu,ssp585,2021_2040,severe,any,384035,438251,87.63
Samburu,ssp585,2021_2040,severe,dry,384035,438251,87.63
Samburu,ssp585,2021_2040,severe,dry+heat,0,438251,0
Samburu,ssp585,2021_2040,severe,dry+heat+wet,0,438251,0
Samburu,ssp585,2021_2040,severe,dry+wet,0,438251,0
Samburu,ssp585,2021_2040,severe,heat,0,438251,0
Samburu,ssp585,2021_2040,severe,heat+wet,0,438251,0
Samburu,ssp585,2021_2040,severe,no hazard,54216,438251,12.37
Samburu,ssp585,2021_2040,severe,wet,0,438251,0
Samburu,ssp585,2041_2060,severe,any,392424,438252,89.54
Samburu,ssp585,2041_2060,severe,dry,390045,438252,89
Samburu,ssp585,2041_2060,severe,dry+heat,2379,438252,0.54
Samburu,ssp585,2041_2060,severe,dry+heat+wet,0,438252,0
Samburu,ssp585,2041_2060,severe,dry+wet,0,438252,0
Samburu,ssp585,2041_2060,severe,heat,0,438252,0
Samburu,ssp585,2041_2060,severe,heat+wet,0,438252,0
Samburu,ssp585,2041_2060,severe,no hazard,45828,438252,10.46
Samburu,ssp585,2041_2060,severe,wet,0,438252,0
Siaya,historic,historic,severe,any,1574192,12430368,12.66
Siaya,historic,historic,severe,dry,1550911,12430368,12.48
Siaya,historic,historic,severe,dry+heat,0,12430368,0
Siaya,historic,historic,severe,dry+heat+wet,0,12430368,0
Siaya,historic,historic,severe,dry+wet,0,12430368,0
Siaya,historic,historic,severe,heat,0,12430368,0
Siaya,historic,historic,severe,heat+wet,0,12430368,0
Siaya,historic,historic,severe,no hazard,10856176,12430368,87.34
Siaya,historic,historic,severe,wet,23281,12430368,0.19
Siaya,ssp245,2021_2040,severe,any,1080730,12430367,8.69
Siaya,ssp245,2021_2040,severe,dry,976122,12430367,7.85
Siaya,ssp245,2021_2040,severe,dry+heat,0,12430367,0
Siaya,ssp245,2021_2040,severe,dry+heat+wet,0,12430367,0
Siaya,ssp245,2021_2040,severe,dry+wet,0,12430367,0
Siaya,ssp245,2021_2040,severe,heat,0,12430367,0
Siaya,ssp245,2021_2040,severe,heat+wet,0,12430367,0
Siaya,ssp245,2021_2040,severe,no hazard,11349638,12430367,91.31
Siaya,ssp245,2021_2040,severe,wet,104607,12430367,0.84
Siaya,ssp245,2041_2060,severe,any,1168092,12430368,9.4
Siaya,ssp245,2041_2060,severe,dry,1108064,12430368,8.91
Siaya,ssp245,2041_2060,severe,dry+heat,0,12430368,0
Siaya,ssp245,2041_2060,severe,dry+heat+wet,0,12430368,0
Siaya,ssp245,2041_2060,severe,dry+wet,0,12430368,0
Siaya,ssp245,2041_2060,severe,heat,0,12430368,0
Siaya,ssp245,2041_2060,severe,heat+wet,0,12430368,0
Siaya,ssp245,2041_2060,severe,no hazard,11262276,12430368,90.6
Siaya,ssp245,2041_2060,severe,wet,60028,12430368,0.48
Siaya,ssp585,2021_2040,severe,any,1111150,12430368,8.94
Siaya,ssp585,2021_2040,severe,dry,1046385,12430368,8.42
Siaya,ssp585,2021_2040,severe,dry+heat,0,12430368,0
Siaya,ssp585,2021_2040,severe,dry+heat+wet,0,12430368,0
Siaya,ssp585,2021_2040,severe,dry+wet,0,12430368,0
Siaya,ssp585,2021_2040,severe,heat,0,12430368,0
Siaya,ssp585,2021_2040,severe,heat+wet,0,12430368,0
Siaya,ssp585,2021_2040,severe,no hazard,11319218,12430368,91.06
Siaya,ssp585,2021_2040,severe,wet,64765,12430368,0.52
Siaya,ssp585,2041_2060,severe,any,1002067,12430368,8.06
Siaya,ssp585,2041_2060,severe,dry,903903,12430368,7.27
Siaya,ssp585,2041_2060,severe,dry+heat,0,12430368,0
Siaya,ssp585,2041_2060,severe,dry+heat+wet,0,12430368,0
Siaya,ssp585,2041_2060,severe,dry+wet,0,12430368,0
Siaya,ssp585,2041_2060,severe,heat,0,12430368,0
Siaya,ssp585,2041_2060,severe,heat+wet,0,12430368,0
Siaya,ssp585,2041_2060,severe,no hazard,11428301,12430368,91.94
Siaya,ssp585,2041_2060,severe,wet,98164,12430368,0.79
Taita Taveta,historic,historic,severe,any,6359862,6441117,98.74
Taita Taveta,historic,historic,severe,dry,6359862,6441117,98.74
Taita Taveta,historic,historic,severe,dry+heat,0,6441117,0
Taita Taveta,historic,historic,severe,dry+heat+wet,0,6441117,0
Taita Taveta,historic,historic,severe,dry+wet,0,6441117,0
Taita Taveta,historic,historic,severe,heat,0,6441117,0
Taita Taveta,historic,historic,severe,heat+wet,0,6441117,0
Taita Taveta,historic,historic,severe,no hazard,81255,6441117,1.26
Taita Taveta,historic,historic,severe,wet,0,6441117,0
Taita Taveta,ssp245,2021_2040,severe,any,6311004,6441116,97.98
Taita Taveta,ssp245,2021_2040,severe,dry,6311004,6441116,97.98
Taita Taveta,ssp245,2021_2040,severe,dry+heat,0,6441116,0
Taita Taveta,ssp245,2021_2040,severe,dry+heat+wet,0,6441116,0
Taita Taveta,ssp245,2021_2040,severe,dry+wet,0,6441116,0
Taita Taveta,ssp245,2021_2040,severe,heat,0,6441116,0
